openness,conscientiousness,extraversion,agreeableness,neuroticism,career,category
79.38,69.13,73.29,56.55,42.82,Digital Marketing Specialist,Creative Media and Design
56.15,87.03,28.31,52.91,27.19,Database Administrator,Technology and IT
88.92,65.44,55.59,55.0,42.64,Photographer,Creative Media and Design
69.11,89.61,36.89,55.88,22.62,DevOps Engineer,Technology and IT
81.23,74.32,55.99,94.3,25.1,Psychologist,Social and Behavioral Sciences
76.34,75.68,65.71,94.0,33.13,Social Worker,Social and Behavioral Sciences
67.94,71.88,89.06,55.73,41.31,Sales Manager,Business Management and Finance
66.39,85.86,68.5,87.08,34.44,Teacher,Education and Research
76.46,72.46,48.13,62.08,35.3,Web Developer,Technology and IT
78.44,88.64,49.08,51.65,23.81,DevOps Engineer,Technology and IT
58.33,88.25,43.37,62.6,20.93,Pharmacist,Healthcare and Medical
76.24,80.62,67.26,88.86,29.97,HR Manager,Business Management and Finance
73.09,90.49,60.32,86.55,22.84,Doctor,Healthcare and Medical
63.91,85.17,43.22,65.65,21.23,Civil Engineer,Engineering and Architecture
75.56,90.8,72.72,79.2,30.42,Project Manager,Business Management and Finance
65.38,83.01,52.16,45.61,37.46,Cloud Engineer,Technology and IT
99.93,78.28,82.57,53.19,47.43,Entrepreneur,Business Management and Finance
56.3,88.19,31.26,45.65,28.92,Database Administrator,Technology and IT
68.16,82.02,37.64,53.48,32.52,DevOps Engineer,Technology and IT
71.88,87.19,71.55,70.13,32.3,Project Manager,Business Management and Finance
71.08,92.23,71.2,81.33,28.11,Doctor,Healthcare and Medical
90.81,89.63,37.48,55.4,30.78,Researcher,Education and Research
62.45,94.99,53.85,69.74,5.94,Surgeon,Healthcare and Medical
72.28,85.79,35.71,43.73,19.87,Cloud Engineer,Technology and IT
86.63,82.09,31.35,73.46,25.67,Environmental Scientist,Environmental Science
91.16,74.47,77.73,64.57,36.13,Entrepreneur,Business Management and Finance
90.65,55.74,39.22,57.5,38.68,Graphic Designer,Creative Media and Design
63.11,90.61,45.25,54.05,32.99,Electrical Engineer,Engineering and Architecture
88.68,71.58,52.96,90.82,36.85,Psychologist,Social and Behavioral Sciences
83.73,63.71,76.09,63.84,39.24,Journalist,Creative Media and Design
69.25,79.71,71.97,86.8,46.48,Teacher,Education and Research
98.91,68.01,40.02,65.3,35.3,Content Writer,Creative Media and Design
95.32,77.78,52.33,61.18,43.19,Architect,Engineering and Architecture
92.37,65.71,47.19,69.35,33.75,UI UX Designer,Creative Media and Design
80.34,68.2,58.31,71.16,21.38,UI UX Designer,Creative Media and Design
64.03,79.38,78.87,95.09,33.2,HR Manager,Business Management and Finance
72.27,80.94,42.95,51.53,21.66,DevOps Engineer,Technology and IT
92.32,64.64,62.55,70.25,35.59,UI UX Designer,Creative Media and Design
69.76,87.29,34.03,60.71,21.9,Financial Analyst,Business Management and Finance
53.12,94.68,31.77,56.8,22.74,Database Administrator,Technology and IT
85.53,67.81,58.44,60.83,39.62,Photographer,Creative Media and Design
61.21,73.73,86.53,64.08,25.49,Sales Manager,Business Management and Finance
51.57,94.49,30.61,54.01,16.32,Database Administrator,Technology and IT
71.95,71.93,70.23,93.81,39.17,Social Worker,Social and Behavioral Sciences
86.94,70.7,47.2,59.65,46.67,Video Editor,Creative Media and Design
79.61,79.93,67.38,79.04,34.12,Lecturer,Education and Research
88.31,63.21,40.88,60.81,54.6,Animator,Creative Media and Design
71.37,73.2,65.01,95.1,39.52,Social Worker,Social and Behavioral Sciences
86.22,70.43,42.82,56.51,44.47,Video Editor,Creative Media and Design
69.88,90.98,46.81,55.04,27.37,DevOps Engineer,Technology and IT
76.2,87.48,69.98,65.02,22.63,Lawyer,Law Government and Security
71.28,94.81,31.76,57.7,18.94,Chemical Engineer,Engineering and Architecture
62.09,89.12,67.01,68.13,13.26,Police Officer,Law Government and Security
84.14,63.85,86.27,65.19,39.38,Digital Marketing Specialist,Creative Media and Design
80.06,67.24,41.39,61.92,36.03,Video Editor,Creative Media and Design
65.88,89.53,38.67,49.66,33.76,Mechanical Engineer,Engineering and Architecture
82.67,68.62,42.99,63.54,40.3,Video Editor,Creative Media and Design
86.59,83.89,42.77,61.25,33.84,AI Engineer,Technology and IT
55.32,93.12,24.46,53.56,28.56,Medical Laboratory Technologist,Healthcare and Medical
85.48,76.17,58.17,95.29,28.73,Psychologist,Social and Behavioral Sciences
77.61,79.44,88.98,63.27,33.19,Marketing Manager,Business Management and Finance
84.25,83.08,58.93,72.38,23.12,Professor,Education and Research
89.99,67.38,85.49,55.93,38.6,Journalist,Creative Media and Design
87.66,69.39,77.48,62.77,44.84,Journalist,Creative Media and Design
57.42,85.81,18.91,50.46,26.88,Accountant,Business Management and Finance
62.72,85.84,54.67,60.59,26.35,Civil Engineer,Engineering and Architecture
51.49,89.6,58.19,65.59,15.69,Police Officer,Law Government and Security
65.28,58.04,93.37,60.4,34.18,Sales Manager,Business Management and Finance
59.69,100.0,58.83,66.17,18.23,Pilot,Law Government and Security
68.71,93.44,33.12,45.79,26.19,Cybersecurity Analyst,Technology and IT
88.9,65.71,45.03,65.88,43.25,Graphic Designer,Creative Media and Design
62.94,74.73,64.47,90.24,29.07,Physiotherapist,Healthcare and Medical
89.46,65.32,28.28,54.66,40.26,Video Editor,Creative Media and Design
88.9,80.28,42.38,47.49,35.12,Machine Learning Engineer,Technology and IT
95.17,88.1,33.88,57.05,20.83,AI Engineer,Technology and IT
90.8,94.9,40.97,50.77,32.19,Data Scientist,Technology and IT
85.13,63.8,74.83,65.21,40.57,Journalist,Creative Media and Design
90.6,77.81,58.05,70.38,36.95,Architect,Engineering and Architecture
66.7,80.75,81.46,87.01,33.91,HR Manager,Business Management and Finance
77.28,90.17,39.35,46.44,30.11,Cloud Engineer,Technology and IT
81.33,85.48,80.12,45.03,28.21,Lawyer,Law Government and Security
85.93,75.07,60.53,66.82,36.45,Architect,Engineering and Architecture
82.42,79.65,40.81,76.4,33.04,Environmental Scientist,Environmental Science
59.4,86.06,40.92,53.64,31.46,Mechanical Engineer,Engineering and Architecture
72.81,77.59,70.25,87.05,26.26,Teacher,Education and Research
91.19,59.49,87.54,60.92,37.59,Entrepreneur,Business Management and Finance
88.85,73.87,42.26,51.39,23.08,Machine Learning Engineer,Technology and IT
87.63,92.29,34.74,52.75,36.02,Machine Learning Engineer,Technology and IT
72.1,94.73,36.91,67.63,16.7,Radiologist,Healthcare and Medical
72.61,94.59,35.91,52.85,12.97,Chemical Engineer,Engineering and Architecture
91.67,85.05,46.02,60.34,22.59,AI Engineer,Technology and IT
87.76,69.17,59.75,91.34,31.94,Psychologist,Social and Behavioral Sciences
66.84,82.77,77.3,68.16,21.25,Project Manager,Business Management and Finance
70.24,87.98,43.27,68.26,25.88,DevOps Engineer,Technology and IT
95.13,57.98,48.02,58.17,39.46,Graphic Designer,Creative Media and Design
54.27,98.35,35.93,45.97,23.3,Database Administrator,Technology and IT
78.5,70.04,86.09,53.09,41.78,Entrepreneur,Business Management and Finance
75.96,90.52,64.78,72.78,24.36,Civil Servant CSS Officer,Law Government and Security
42.54,93.78,41.45,52.17,17.71,Accountant,Business Management and Finance
90.86,66.45,44.36,59.46,44.55,Content Writer,Creative Media and Design
65.98,85.09,38.69,40.52,31.23,Financial Analyst,Business Management and Finance
64.15,95.64,28.41,63.28,23.98,Medical Laboratory Technologist,Healthcare and Medical
54.46,93.22,25.52,46.0,20.61,Accountant,Business Management and Finance
56.33,83.93,68.17,73.98,20.69,Police Officer,Law Government and Security
85.59,62.93,42.28,66.34,27.64,Animator,Creative Media and Design
61.14,84.13,70.47,81.0,15.87,Nurse,Healthcare and Medical
75.63,74.32,62.75,74.4,38.37,Business Analyst,Business Management and Finance
70.59,77.6,51.23,74.14,29.18,Dentist,Healthcare and Medical
59.45,82.14,36.88,46.59,23.56,Financial Analyst,Business Management and Finance
89.81,70.27,53.22,61.95,34.47,Content Writer,Creative Media and Design
81.11,91.86,42.81,53.14,27.35,DevOps Engineer,Technology and IT
64.22,84.31,45.33,44.45,25.96,Financial Analyst,Business Management and Finance
81.76,75.8,76.28,67.55,34.99,Digital Marketing Specialist,Creative Media and Design
74.39,86.2,46.83,48.89,30.97,Cloud Engineer,Technology and IT
90.31,76.32,61.29,83.38,39.88,Psychologist,Social and Behavioral Sciences
80.35,90.22,39.07,42.71,30.59,Cloud Engineer,Technology and IT
54.37,94.67,32.18,69.42,22.11,Medical Laboratory Technologist,Healthcare and Medical
74.12,80.39,43.57,58.99,35.85,Civil Engineer,Engineering and Architecture
81.93,80.52,90.24,71.37,36.21,Sales Manager,Business Management and Finance
80.86,92.96,84.57,64.83,30.12,Lawyer,Law Government and Security
75.44,76.69,78.23,77.92,36.27,Teacher,Education and Research
97.96,67.48,80.33,65.93,44.31,Entrepreneur,Business Management and Finance
52.51,79.92,74.09,68.7,24.28,Police Officer,Law Government and Security
85.6,66.55,87.53,59.41,34.37,Entrepreneur,Business Management and Finance
72.51,82.0,77.14,49.85,21.3,Lawyer,Law Government and Security
73.08,90.22,36.97,54.47,23.31,Financial Analyst,Business Management and Finance
78.15,92.8,67.46,66.78,28.36,Judge,Law Government and Security
62.27,66.77,61.24,70.79,29.88,Nutritionist,Healthcare and Medical
74.26,84.33,45.93,58.72,24.19,Industrial Engineer,Engineering and Architecture
54.82,89.51,77.07,64.21,15.65,Police Officer,Law Government and Security
98.78,60.3,41.75,54.5,46.23,Graphic Designer,Creative Media and Design
91.24,58.78,60.19,62.47,46.09,UI UX Designer,Creative Media and Design
65.36,99.39,38.4,64.93,30.74,Civil Engineer,Engineering and Architecture
72.59,91.64,39.87,50.94,22.42,Financial Analyst,Business Management and Finance
92.15,69.09,56.79,63.24,35.26,UI UX Designer,Creative Media and Design
71.88,91.18,59.96,67.98,29.39,Business Analyst,Business Management and Finance
85.1,77.34,59.48,79.52,32.71,Professor,Education and Research
80.13,63.5,74.31,57.28,37.52,Digital Marketing Specialist,Creative Media and Design
84.89,83.58,69.19,77.93,18.15,Lecturer,Education and Research
71.09,89.94,39.41,62.78,26.71,Civil Engineer,Engineering and Architecture
64.04,86.52,37.95,57.48,25.32,Chemical Engineer,Engineering and Architecture
87.08,70.11,82.14,58.74,35.44,Marketing Manager,Business Management and Finance
88.35,60.77,50.38,69.5,37.82,UI UX Designer,Creative Media and Design
53.73,82.7,28.32,61.81,22.26,Medical Laboratory Technologist,Healthcare and Medical
89.88,68.82,78.17,72.93,31.98,Journalist,Creative Media and Design
55.29,88.86,27.66,56.33,29.64,Database Administrator,Technology and IT
72.01,80.64,71.32,78.79,33.08,Lecturer,Education and Research
85.25,89.8,32.29,49.83,28.74,Data Scientist,Technology and IT
67.95,80.84,46.41,55.96,33.45,Mobile App Developer,Technology and IT
65.99,80.58,46.84,54.53,27.84,Industrial Engineer,Engineering and Architecture
79.72,63.37,51.68,49.56,36.53,Animator,Creative Media and Design
82.7,92.61,37.09,49.56,20.35,Software Engineer,Technology and IT
70.9,92.07,43.17,64.39,28.31,Electrical Engineer,Engineering and Architecture
79.36,73.76,81.26,81.7,29.11,Lecturer,Education and Research
56.35,86.2,24.25,51.65,25.99,Accountant,Business Management and Finance
59.52,94.59,27.25,48.04,29.26,Database Administrator,Technology and IT
53.73,74.43,64.28,81.46,28.66,Physiotherapist,Healthcare and Medical
72.5,89.18,60.03,62.91,17.76,Civil Servant CSS Officer,Law Government and Security
85.87,85.55,49.64,55.44,29.29,Data Scientist,Technology and IT
64.71,99.51,31.21,67.92,25.05,Radiologist,Healthcare and Medical
57.59,89.52,36.41,61.04,28.58,Medical Laboratory Technologist,Healthcare and Medical
72.64,86.69,61.77,59.36,28.42,Business Analyst,Business Management and Finance
70.03,79.49,40.21,55.89,33.59,Mobile App Developer,Technology and IT
84.27,66.25,76.34,62.12,30.73,Journalist,Creative Media and Design
82.46,91.95,50.82,60.83,33.34,Industrial Engineer,Engineering and Architecture
66.99,66.27,78.28,87.68,21.24,HR Manager,Business Management and Finance
69.8,71.25,62.75,96.3,31.61,Social Worker,Social and Behavioral Sciences
81.87,62.17,40.25,55.36,44.88,Animator,Creative Media and Design
51.02,84.79,71.29,68.43,25.29,Police Officer,Law Government and Security
60.65,94.43,22.77,46.37,22.7,Accountant,Business Management and Finance
68.97,82.76,76.48,83.46,32.17,Teacher,Education and Research
70.26,83.73,31.52,66.22,27.06,Radiologist,Healthcare and Medical
73.86,84.86,41.12,50.39,23.73,Software Engineer,Technology and IT
87.85,69.82,50.28,99.54,31.57,Psychologist,Social and Behavioral Sciences
86.11,68.3,55.51,73.94,36.21,Architect,Engineering and Architecture
82.42,85.62,72.94,86.64,31.78,Lecturer,Education and Research
75.32,93.86,70.3,70.45,25.05,Civil Servant CSS Officer,Law Government and Security
73.36,77.08,65.22,84.78,34.55,Social Worker,Social and Behavioral Sciences
88.52,75.75,78.73,66.43,41.49,Digital Marketing Specialist,Creative Media and Design
86.49,70.61,36.53,55.41,28.07,Video Editor,Creative Media and Design
75.22,83.92,40.11,59.01,22.24,Cybersecurity Analyst,Technology and IT
56.76,93.43,67.22,62.64,25.48,Police Officer,Law Government and Security
75.93,70.66,26.99,51.88,44.72,Video Editor,Creative Media and Design
79.24,79.46,59.81,62.85,37.44,Business Analyst,Business Management and Finance
78.88,62.85,53.9,58.62,35.96,Photographer,Creative Media and Design
90.93,58.49,36.75,61.21,40.64,Animator,Creative Media and Design
65.88,94.44,45.03,75.29,37.92,Dentist,Healthcare and Medical
63.47,91.07,46.56,56.48,19.37,Financial Analyst,Business Management and Finance
79.91,80.24,45.62,61.96,32.56,Mobile App Developer,Technology and IT
64.12,99.99,34.58,63.16,15.14,Radiologist,Healthcare and Medical
71.09,97.22,41.29,57.05,24.93,DevOps Engineer,Technology and IT
59.05,90.96,33.58,52.93,32.73,Database Administrator,Technology and IT
85.72,73.05,81.98,66.57,34.63,Marketing Manager,Business Management and Finance
82.71,56.21,50.03,63.7,38.02,Photographer,Creative Media and Design
75.44,87.03,31.72,59.92,23.69,Electrical Engineer,Engineering and Architecture
76.37,60.45,87.58,62.84,35.2,Journalist,Creative Media and Design
72.27,81.32,65.31,58.7,32.78,Business Analyst,Business Management and Finance
71.84,80.9,53.75,69.47,33.03,Business Analyst,Business Management and Finance
69.32,88.98,33.38,55.76,19.3,Chemical Engineer,Engineering and Architecture
50.81,88.2,30.5,51.81,28.93,Accountant,Business Management and Finance
91.89,88.63,32.58,52.65,23.43,AI Engineer,Technology and IT
69.32,81.46,66.61,84.77,22.59,Nutritionist,Healthcare and Medical
62.49,88.04,42.54,46.25,34.83,Mechanical Engineer,Engineering and Architecture
74.49,85.19,34.5,52.82,25.86,Software Engineer,Technology and IT
67.1,79.07,68.09,82.11,45.47,Nutritionist,Healthcare and Medical
67.27,91.97,44.38,57.24,26.72,Financial Analyst,Business Management and Finance
68.93,93.24,29.29,58.63,28.68,Chemical Engineer,Engineering and Architecture
93.85,78.83,33.15,58.68,31.8,Researcher,Education and Research
75.72,93.34,68.99,70.71,17.34,Civil Servant CSS Officer,Law Government and Security
68.53,76.91,66.43,77.44,22.06,Nutritionist,Healthcare and Medical
67.01,95.55,46.88,77.97,30.98,Dentist,Healthcare and Medical
89.64,88.62,38.45,65.65,23.46,Data Scientist,Technology and IT
91.23,93.02,37.11,53.6,27.68,AI Engineer,Technology and IT
89.97,69.71,73.77,49.51,45.57,Entrepreneur,Business Management and Finance
75.49,78.15,41.12,52.43,33.43,Mobile App Developer,Technology and IT
71.51,92.82,57.13,79.04,22.54,Dentist,Healthcare and Medical
72.19,89.38,60.05,63.71,27.14,Judge,Law Government and Security
89.21,65.99,42.21,52.76,37.72,Animator,Creative Media and Design
88.11,74.45,87.91,59.7,37.51,Entrepreneur,Business Management and Finance
88.62,65.14,52.64,63.4,34.1,Animator,Creative Media and Design
91.12,68.48,88.5,56.82,28.84,Journalist,Creative Media and Design
86.71,70.29,82.21,58.4,44.85,Entrepreneur,Business Management and Finance
64.45,71.77,57.53,79.58,31.33,Physiotherapist,Healthcare and Medical
83.39,85.22,72.2,71.34,34.74,Lecturer,Education and Research
60.38,88.26,47.92,70.83,28.56,Civil Engineer,Engineering and Architecture
66.32,87.52,46.0,60.22,26.87,Civil Engineer,Engineering and Architecture
87.97,66.45,80.71,60.76,43.93,Entrepreneur,Business Management and Finance
65.87,74.5,67.33,89.03,19.75,Academic Advisor,Education and Research
73.12,100.0,31.56,50.73,24.82,Cybersecurity Analyst,Technology and IT
61.86,90.33,36.19,40.61,31.1,Database Administrator,Technology and IT
61.01,85.65,36.59,65.06,21.96,Pharmacist,Healthcare and Medical
60.75,94.3,30.12,52.19,22.6,Database Administrator,Technology and IT
71.39,71.04,72.94,91.16,38.85,Teacher,Education and Research
85.65,61.14,85.75,57.46,35.24,Marketing Manager,Business Management and Finance
75.88,95.57,38.28,53.9,32.33,Electrical Engineer,Engineering and Architecture
71.65,100.0,56.92,67.2,20.99,Judge,Law Government and Security
99.33,73.19,52.2,64.59,37.48,Content Writer,Creative Media and Design
89.97,84.56,52.94,68.67,31.55,Architect,Engineering and Architecture
56.1,84.28,70.89,52.98,9.84,Army Officer,Law Government and Security
53.28,88.48,73.03,73.2,17.14,Police Officer,Law Government and Security
80.16,89.46,69.19,82.14,28.21,Doctor,Healthcare and Medical
90.27,84.45,59.88,68.29,38.08,Architect,Engineering and Architecture
63.32,89.68,39.03,80.53,25.27,Pharmacist,Healthcare and Medical
96.03,94.22,60.85,85.21,29.01,Professor,Education and Research
81.28,88.22,35.31,49.68,27.45,Data Scientist,Technology and IT
74.5,57.67,52.88,61.03,31.53,Photographer,Creative Media and Design
82.98,71.23,84.51,61.06,38.04,Marketing Manager,Business Management and Finance
69.77,88.12,40.07,36.85,23.93,Financial Analyst,Business Management and Finance
96.24,71.59,78.52,64.61,34.63,Digital Marketing Specialist,Creative Media and Design
75.93,78.31,48.51,47.94,32.07,Mobile App Developer,Technology and IT
93.65,57.06,48.92,56.51,38.02,Animator,Creative Media and Design
89.25,85.76,32.77,74.76,28.41,Environmental Scientist,Environmental Science
88.67,84.4,39.53,52.22,30.06,AI Engineer,Technology and IT
